"","tract","meanP","meanN","meanV","meanA","meanD","population16","employment","employment_percent","median_household","means_household","cash_public","food_stamp","med_age","age_me","num_of_users","num_of_tweets","bachelor","bachelor_percent","gyrByCensus","Automobile","Drove.Alone","Public.Transit","Walking","Bicycle","Other","Worked.Home","No.vehicle","One.vehicle","Two.vehicles","Three.vehicles","HoursPerWeek","Quintile.3Mbps","Total.Drivers","Mean.Travel.Time.min","not.alone","medlog","pubtrans","HO.vacancy.rate","Rental.vacancy.rate","median.rooms","Owner.occupied","Renter.occupied","Average.household.OO","Average.household.RO","OPR.....1.00","OPR..1.x..1.5","OPR.....1.51","Mortgage.units","Per.mortgage.OO","HH.Size","One.vehicle.plus"
"400",1958.04,1.64948453608247,-1.25773195876289,6.00939370089551,4.14850661071937,5.7715733037348,2148,1630,75.9,55341,61153,0,89,35.4,4.4,82,352,661,33.9,215171.38270755,74,62.8,17.5,0,1.2,0,7.3,13.8,40.4,27.6,18.3,38.7,3,1262,30.4,37.2,10.9212693232897,2.86220088092947,0,0,3.7,14.6,85.4,1.87,2.32,89.8,4.5,5.7,105,66.5,2.2543,86.3
"401",1959.01,1.85502471169687,-1.34102141680395,5.98157859130816,4.15569756672011,5.7134502343871,2219,1639,73.9,36705,57319,16,41,36.1,6.7,153,822,687,34.9,568070.907878531,64.9,56.1,10.5,9.2,8.4,0,6.9,7,53,26.6,13.3,36.1,4,1290,25.9,43.9,10.5106682645449,2.35137525716348,0,0,3.6,12.4,87.6,1.58,2.25,90.3,7.2,2.5,132,94.3,2.16692,92.9
"402",1959.02,1.61176470588235,-1.33823529411765,5.85177097586968,4.21980009484028,5.60714905537855,1769,1442,81.5,56520,79312,0,52,35.4,2.5,69,202,625,40,207592.111882846,77.9,75.9,12.7,0.9,0,1.9,6.6,2.3,43.6,34.8,19.3,38.2,4,1101,27.5,24.1,10.9423498367985,2.54160199346455,0,0,3.4,18.4,81.6,2.13,1.87,95.7,2.4,1.9,121,65.4,1.91784,97.7
"403",1959.03,1.49096385542169,-1.3855421686747,5.7121994738544,4.24529526042287,5.54213301602032,2127,1677,78.8,41250,56877,87,95,32.2,3.2,32,92,333,19.4,178753.706401148,88.2,76.5,1.6,3.4,1.1,1.2,4.5,1.2,42.1,33.5,23.2,39.4,4,1142,32.6,23.5,10.6274063917628,0.470003629245736,0,0,3.5,7.8,92.2,3.09,2.2,93.2,4.1,2.7,70,90.9,2.26942,98.8
"404",1972,1.74672897196262,-1.28691588785047,5.90949679631812,4.1527606583303,5.6997425506782,3485,2163,62.1,42051,54657,59,94,38.9,4.9,48,772,308,10.1,109347.544925774,79.6,65.1,14,0.5,0.9,0,5,8.7,29.8,29.3,32.1,36.1,2,1661,27.6,34.9,10.6466384463312,2.63905732961526,0,1,4.4,48.9,51.1,3.5,3.21,88.4,9.2,2.4,308,55.4,3.35181,91.2
"405",1973,1.64407988587732,-1.38231098430813,5.78035927317419,4.25400394735774,5.65637494818403,3369,2455,72.9,51058,61360,43,112,39.3,3.4,123,511,818,28,1896408.90998898,72.6,61.2,13.7,2.9,0.3,2.8,7.6,9.2,48.1,33.4,9.3,39.9,3,1960,29.3,38.8,10.8407175204239,2.61739583283408,4.2,0,3.9,29.3,70.7,2.26,2.16,93.6,2.4,4,408,77.4,2.1893,90.8
"406",1974.1,1.51515151515152,-1.32506887052342,5.79658076799755,4.20893349932565,5.66316644385029,3369,2461,73,57315,73843,32,37,37.1,2.6,58,125,965,31.8,133279.191973444,86.1,83.3,3.8,0.6,0,0.5,9.1,1.3,21.4,51.3,26,39.3,4,1950,24.8,16.7,10.9563176485491,1.33500106673234,1.1,0,4.6,46.9,53.1,2.22,2.27,99,0,1,522,67,2.24655,98.7
"407",1974.2,1.7261698440208,-1.55329289428076,5.75022396856108,4.24723725788589,5.59180504204146,3014,2086,69.2,60559,69250,27,46,32.2,1,115,623,849,31.1,575230.857324376,70.1,63.7,12.3,4.8,3.7,0.9,8.2,10.3,31.6,34.9,23.1,38.3,3,1673,30.6,36.3,11.0113733754255,2.50959926237837,0,0,4.1,27.2,72.8,3.03,2.55,92.6,2.5,4.9,229,66.2,2.68056,89.6
"408",1975,1.58096497025777,-1.31592861863847,5.84646701999873,4.159140962633,5.58858694982207,3211,2102,65.5,45875,61326,48,60,33.6,1.8,395,1782,621,22.4,278922.357916497,77.6,69.3,14.3,2.2,1.5,0,4.4,7.1,31.5,45.8,15.6,40.7,4,1762,29.3,30.7,10.7336755853569,2.66025953726586,0,5.1,3.9,10.9,89.1,2.54,2.63,84.8,5.7,9.6,127,76.5,2.62019,92.9
"409",1977,1.57384341637011,-1.37989323843416,5.72749924408685,4.20789521574645,5.57975266058218,4684,2777,59.3,36509,47241,74,193,33.2,4.3,107,376,491,12.6,46642.0247087448,80.2,62.9,12.2,2.9,1.9,1.9,1,8.6,33.8,38.1,19.6,36.1,2,2540,27.6,37.1,10.5053140845183,2.50143595173921,0,12.3,3.5,16.6,83.4,3.58,3.09,75.6,12.1,12.3,200,70.7,3.17134,91.5
"410",1990,1.57185366707509,-1.48065814808332,5.78661991315401,4.19756271821438,5.61398055330123,3847,2343,60.9,30154,42141,248,317,32.9,3.2,150,339,392,12.2,76801.8085562758,79.1,64.6,11,4.5,1.1,0,4.3,8.7,36.6,29,25.7,36.7,3,1866,33.6,35.4,10.3140728633389,2.39789527279837,12.8,5.3,3.8,27.3,72.7,2.72,3.36,79,15.3,5.6,227,54.6,3.18528,91.3
"411",1991.2,1.41050583657588,-1.38132295719844,5.70846390007307,4.28661094964235,5.57041435290835,3177,1790,56.3,23285,35289,138,258,31.3,5.3,46,218,249,9.8,37797.0941499714,67,40.7,16.7,5.1,1.8,2.2,7.1,16.4,36.3,32.7,14.6,34.1,3,1470,29,59.3,10.0555646554165,2.81540871942271,0,2.8,3.8,21.3,78.7,4.32,3.83,63.9,16.3,19.8,185,84.1,3.93437,83.6
"412",1992.01,1.5016835016835,-1.22895622895623,5.78831789457925,4.13607902066483,5.52404737945487,3263,1812,55.5,29809,41572,74,67,34,5,9,140,96,3.7,17481.9238705634,75,56.8,18.1,3.5,0.5,0,3,5.8,44.4,27.9,22,37.1,3,1612,29.5,43.2,10.3025656403194,2.89591193827178,0,2.4,3.7,15.8,84.2,4.45,3.66,67.4,13.3,19.3,47,25.7,3.78482,94.3
"413",1993,1.6758064516129,-1.43870967741935,5.81066428747719,4.19798713701468,5.6319174706426,3134,1920,61.3,52371,72813,102,135,36.1,2.8,22,109,265,10.1,43131.4557323704,80.5,71.8,13.8,0.5,0,1.6,3.7,5.7,21,28.2,45,37.5,3,1609,33,28.2,10.8661082819929,2.62466859216316,3.2,0,4.8,60.6,39.4,3.2,3.94,78.6,14.6,6.8,559,77.6,3.49156,94.2
"414",1994,1.57473420888055,-1.50906816760475,5.70848341924854,4.21238028939384,5.59556593853924,3781,2282,60.4,31591,42183,9,163,32.1,4.2,28,45,127,4.4,4579.61550142391,69.7,62.9,24.7,0.4,0,0.8,4.6,6.3,28.9,32.5,32.3,35.4,2,1843,31.7,37.1,10.3606275488823,3.20680324363393,0,5.4,4.2,34,66,3.66,3.55,73.2,18.7,8.1,312,69.8,3.5874,93.7
"415",1997,1.68990042674253,-1.38833570412518,5.79086050619761,4.21173130832779,5.63375185408196,2536,1686,66.5,29175,48248,61,84,32.6,3.7,103,249,247,12,87894.3024234603,69.1,60.8,10.7,10.6,0,2.9,6.7,8.1,50.4,27.4,14,36.7,3,1193,26.6,39.2,10.2810674571548,2.37024374146786,0,1.9,3.5,17.8,82.2,3.78,3.09,80,9.4,10.6,113,61.4,3.21282,91.8
"416",1998,1.78561253561254,-1.3974358974359,5.81819992083543,4.2319575119373,5.65336278459201,4250,2628,61.8,34755,45498,107,170,34.3,2.2,17,41,182,5.3,128217.718029016,77.4,67.8,8.9,4.3,0,2.2,7.3,8.9,34.4,32.5,24.1,34.4,3,1998,26.2,32.2,10.4560787255346,2.18605127673809,0,1.5,4.1,29.6,70.4,3.69,3.39,76.9,8.7,14.4,317,69.5,3.4788,91
"417",1999,1.43277848911652,-1.42893725992318,5.74026462365662,4.40942654072582,5.54345794533236,2160,1342,62.1,25577,40016,64,127,31.9,4.3,17,118,112,6.5,4293.4910845297,74.9,51.4,17,4.9,0,0.4,2.8,9.7,38.3,30.6,21.5,35.3,2,1064,27.8,48.6,10.1494487891308,2.83321334405622,0,3.9,3.4,17.9,82.1,4.38,3.49,63.9,17.4,18.8,98,69.5,3.64931,90.4
"418",2011.2,1.64303350970018,-1.60141093474427,5.59680922127195,4.27822942998026,5.51630866824523,3364,2279,67.7,41563,55494,149,176,32.4,4.4,11,896,251,9,4320.63698287149,81.1,69.6,12.7,1.4,0.3,0.4,4.1,1,27.8,27.6,43.6,36.5,3,1737,26.9,30.4,10.634965627401,2.54160199346455,3.8,0,4.3,36.9,63.1,4.06,2.89,83.4,11.1,5.5,401,84.1,3.32173,99
"419",2013.01,1.29111338100102,-1.45658835546476,5.65634465355004,4.22314167379525,5.52647816747457,2675,1567,58.6,37064,55879,79,202,37.2,3.5,11,25,250,13,3873.26889690984,78.4,65.3,10.7,2.8,0,3.6,4.6,2.1,30.7,38.9,28.4,34.8,2,1128,31.8,34.7,10.5204014270965,2.37024374146786,0,3.6,4.4,44.3,55.7,2.61,3.74,82.1,10.7,7.1,329,74.4,3.23941,98
"420",2013.02,1.81986368062317,-1.60856864654333,5.77740646801191,4.27237032314241,5.60350601784417,3206,2004,62.5,62021,77989,61,54,46,5,9,49,706,23.3,36673.436072434,92.8,89.9,3.6,0,0,1.4,2.1,1.9,31.2,55.6,11.3,40.3,4,1701,29.2,10.1,11.0352283163555,1.28093384546206,4.4,0,4,65.1,34.9,1.92,2,97.1,1.2,1.7,999,82.3,1.94792,98.1
"421",2014.01,1.65035971223022,-1.56978417266187,5.712701193613,4.26547043029393,5.56059008316359,3863,2572,66.6,44904,60255,196,231,31.3,3.3,12,46,475,16.2,3856.82897519355,85.5,72.1,12.5,0.8,0,0.4,0.8,6.7,26.4,30.8,36.1,36.3,2,2052,28.5,27.9,10.712282156622,2.52572864430826,0,1.5,4.5,45,55,3.22,3.98,81,17.3,1.7,400,65.6,3.638,93.3
"422",2014.02,1.53964757709251,-1.45154185022026,5.76760352948775,4.36367414074938,5.56121963048989,3840,2292,59.7,46378,64531,108,196,37.1,2.4,18,26,272,8.5,73166.9179332647,77.4,65.6,13.9,4.2,0,3.2,1.3,7.7,14,20.8,57.5,36.6,3,1857,28.9,34.4,10.7445804878444,2.63188884013665,0,0,5.2,65.5,34.5,3.97,2.8,86.1,8.5,5.4,620,71.9,3.56635,92.3
"423",2015.01,1.73950795947902,-1.47829232995658,5.7638806043695,4.29656099775156,5.61549458853797,4113,2513,61.1,52451,56155,31,127,34.7,4.1,14,37,201,6.1,16162.7509247027,90.5,73.1,7,0.3,0,0.5,1.6,4.3,27.9,43.5,24.3,37.7,3,2205,28.4,26.9,10.8676346794196,1.94591014905531,2.4,5.9,4.6,45.9,54.1,3.51,3.38,80.8,9.1,10.1,533,77.2,3.43967,95.7
"424",2015.03,1.53765156349713,-1.43426930440332,5.7115536755366,4.2432179075925,5.5324841300271,2283,1318,57.7,35096,43060,119,177,29.2,1.9,9,48,140,7.4,36040.8913097641,81.5,61.7,11.5,3.7,0,0.1,3.2,5.5,29.4,40.2,24.8,36.2,2,968,30.4,38.3,10.465842442846,2.4423470353692,14.7,5,4.1,31.6,68.4,4.54,3.57,76.4,17,6.7,214,78.1,3.87652,94.4
"425",2016.02,1.7289156626506,-1.59638554216867,5.66447284681709,4.29319479034889,5.51792129916736,2386,1715,71.9,59125,65872,30,43,32.5,4.4,25,42,210,11.8,337355.836922111,90.2,75.5,3.1,0,0,3.2,3.5,3.2,21.7,21.1,54,37.3,3,1379,22.7,24.5,10.9874091257942,1.1314021114911,0,0,4.8,64.2,35.8,4.24,2.57,83.1,14.6,2.3,433,85.1,3.64214,96.8
"426",2017,1.63150165218456,-1.44817035858524,5.73927989727386,4.2006125032258,5.57965997871111,4881,2866,58.7,53112,60625,106,151,27.1,2.8,92,1028,441,13.5,506830.489314103,79.8,69,7.9,6.9,0,0.2,5.3,4.8,13.5,44,37.7,35.3,3,2110,27.9,31,10.880158170399,2.06686275947298,0,6.7,4.6,45.1,54.9,3.33,3.45,82,13.7,4.3,398,67.8,3.39588,95.2
"427",2031,1.4917715392062,-1.42497579864472,5.6955299090094,4.28864476041202,5.56012074508154,3241,1821,56.2,25521,30902,224,351,24.2,1.1,35,57,75,3.5,51804.2074404575,80.7,61.2,14.6,2.7,0,0.7,1.3,16.9,21.8,48,13.3,34.5,2,1353,30.4,38.8,10.147256921644,2.68102152871429,0,5.3,4.2,17.1,82.9,3.25,4.23,85.1,6.2,8.7,139,68.1,4.06242,83.1
"428",2032,1.57192374350087,-1.42807625649913,5.66558640522693,4.2469800492399,5.52559621666073,3609,2097,58.1,38705,42292,140,259,27.7,1.5,14,110,65,2.4,27505.4284027447,77.6,61.8,12.4,6.6,0,0,3.4,5.6,29.2,32.4,32.8,36.5,2,1752,35.7,38.2,10.5637240696388,2.51769647261099,0,5.2,4.4,21.7,78.3,4.48,4.04,71.3,17.7,11,195,73,4.13548,94.4
"429",2033,1.54936854190586,-1.41733639494834,5.75276595549468,4.16761185463192,5.65450118845774,1602,716,44.7,27000,37127,8,70,23.3,6.2,94,458,52,5.2,88648.5408083164,78.3,65.2,13.8,7.9,0,0,0,4.4,24.4,38.5,32.8,31.2,2,775,23.3,34.8,10.2035921449865,2.62466859216316,11.7,0,3.5,11.1,88.9,4.09,2.88,82.2,10.7,7.1,50,94.3,3.01431,95.7
"430",2035,1.52768166089965,-1.42647058823529,5.72402441063512,4.22556032401896,5.54342141894249,2738,1933,70.6,37670,53709,63,119,28.9,2.6,111,239,212,10.2,59971.7523184718,54.9,42,15.1,22.3,1.6,2.2,3.9,12.6,30.7,16.8,40,38.4,3,1540,22.2,58,10.5366193006861,2.71469474382088,12.7,4.7,3.9,16.1,83.9,5.15,3.57,67.2,18.5,14.3,113,78.5,3.82438,87.5
"431",2037.2,1.53061224489796,-1.26938775510204,5.72803821116449,4.19903156768331,5.64598548689118,3250,1870,57.5,30675,38061,131,246,29.2,3.8,13,25,77,3.1,129695.928085028,64.9,39.2,19.5,6.6,0,4.9,4.1,10.1,23.1,34.4,32.3,34.4,1,1476,31.6,60.8,10.3312032695791,2.9704144655697,0,6.3,4.1,21,79,4.25,4.22,74.5,11.4,14.1,143,65.6,4.2263,89.8
"432",2038,1.5016835016835,-1.27946127946128,5.84784469447604,4.33312453035954,5.60404247045834,3380,2128,63,46719,49269,113,199,29.1,4.7,25,31,86,3.1,7764.49125160825,85.6,77,9.7,3,0.7,0,0.9,3.4,15.6,39.5,41.6,35.3,2,1566,31.9,23,10.7519062131634,2.27212588550934,11.4,0,4.9,37.1,62.9,4.26,4.62,71.4,18.7,9.9,225,57.8,4.48644,96.7
"433",2039,1.61545113865667,-1.47391179014125,5.74556802671527,4.22523079441046,5.59935789373048,2243,1553,69.2,43889,51634,36,94,29.7,2.6,34,81,85,5,1803.5285720977,66.6,57.9,19.8,11.9,0.5,1.1,0,10.7,28.1,20.1,41.1,36.4,2,1341,25.7,42.1,10.6894189981894,2.98568193770049,2.9,3.2,4.6,47,53,4.23,3.98,77.6,14.3,8.1,225,69.2,4.0975,89.3
"434",2042,1.45379537953795,-1.27777777777778,5.76469448716478,4.19482294854662,5.5881735582558,2018,1325,65.7,25302,34876,42,147,28.7,1.2,17,27,100,6.2,99537.6351349077,52.7,42.9,26.9,9.3,3,4.5,3.7,17,35.9,32.4,14.7,37.1,2,973,33.9,57.1,10.1386387229746,3.29212628660779,0,4.7,3.6,13.8,86.2,4.54,3.22,71.6,11.1,17.3,70,61.9,3.40216,83
"435",2043,1.62659654395192,-1.33734034560481,5.79736564405578,4.22751214631664,5.58299414927813,3974,2334,58.7,30729,41178,82,221,31.4,4.6,28,55,184,6.2,309233.864883127,69.8,56.3,18.4,4.1,2.8,2.9,1.8,13.3,30.5,21.6,34.7,34.2,2,1751,30.2,43.7,10.3329621131046,2.91235066461494,0,1.7,3.7,21.8,78.2,3.93,3.97,65.1,15.9,19,171,61.3,3.96128,86.8
"436",2044.1,1.51030110935024,-1.40253565768621,5.73035548355284,4.25228452590987,5.56176942635164,1735,1108,63.9,27550,39416,140,119,28,5.7,34,288,26,2.1,147884.759378526,54,36.6,15.6,23.6,1.4,0,5.3,14.3,44.3,37,4.4,32.1,2,690,24.5,63.4,10.2237578145811,2.74727091425549,0,4.3,4,13.7,86.3,3.32,3.59,63.6,26.8,9.7,44,54.3,3.55301,85.7
"437",2044.2,1.4969512195122,-1.43292682926829,5.74031110960785,4.21324787057083,5.51531503402083,2047,1187,58,27242,34172,99,150,27.6,3.6,48,74,44,2.6,1051973.57307622,72.4,55.3,17.8,5.8,1,0,2.9,19.3,46.9,26.7,7.1,36,2,835,37.1,44.7,10.2125151790073,2.87919845729804,0,2.5,3.4,9.1,90.9,3.82,3.25,69.1,17.8,13.2,66,85.7,3.30187,80.7
"438",2046,1.54156674660272,-1.33213429256595,5.6662582988584,4.16371050070235,5.52527947581868,3547,2441,68.8,43981,56435,12,53,27.4,2.7,47,80,126,4.8,41528.6719752482,58.3,45.2,33.1,6.5,0,2.1,0,5.5,31.3,35.4,27.9,37.1,2,2050,27.6,54.8,10.6915130014583,3.49953328238302,0,3.8,4.1,28.8,71.2,5.01,4.27,65.8,10,24.2,265,88.6,4.48312,94.6
"439",2047,1.45394321766562,-1.28485804416404,5.57961949871831,4.20104982265212,5.49078792742377,3336,1895,56.8,30370,43768,16,75,32.6,2.8,81,161,208,7.9,649446.919944744,72.4,60.6,19.9,4.6,0.9,0,2.2,14.6,30.2,27.6,27.6,35.3,2,1715,27.5,39.4,10.3212105580398,2.99071973173045,0,6.1,4.1,35.8,64.2,4.22,3.81,68.9,18.1,13,239,59.5,3.95678,85.4
"440",2048.2,1.66531440162272,-1.51683569979716,5.79645372080825,4.28473962029347,5.60766038144485,1723,1057,61.3,52768,58899,61,85,32.8,2.8,32,47,76,5,180909.510259422,77.4,71.1,12.7,4.6,0.8,4.3,0.1,1.2,20.7,28.9,49.2,38,3,973,23.4,28.9,10.8736602253593,2.54160199346455,0,4.9,4.3,57,43,4.78,4.96,63.5,20.9,15.6,207,67.6,4.8574,98.8
"441",2049.1,1.59973796265968,-1.34490664919751,5.69442700440103,4.28397191378212,5.58414364274275,2250,1258,55.9,38674,49598,85,55,29.3,4.9,29,2093,56,3.1,47098.149204902,69.2,52.4,24.9,3.9,0.8,0,1.1,20.9,27.1,29.8,22.2,34.5,2,1047,26.2,47.6,10.5629228186105,3.21486780347066,0,0,4,25.7,74.3,3.37,4.2,65.3,12.2,22.6,110,57.9,3.98669,79.1
"442",2049.2,1.61898016997167,-1.37771482530689,5.68225117992698,4.19949502529106,5.56304967328991,2001,1225,61.2,41615,48753,37,19,33,3.5,58,557,134,8.8,32898.3843177921,80.5,70.1,11.5,4.9,0.8,1,1.3,6.4,41.2,18.3,34.1,38.4,2,1066,25.1,29.9,10.6362159581802,2.4423470353692,0,0,4.3,45.9,54.1,4.16,4.41,69.8,22.6,7.6,197,71.1,4.29525,93.6
"443",2051.2,1.62290862290862,-1.36422136422136,5.77397995445677,4.19488442104686,5.60203847624514,2528,1398,55.3,25873,33747,59,89,26,4.6,54,323,82,4.7,26327.6472216383,68.5,57.8,23.6,1.7,0.5,3.7,2.1,11.6,47.6,29.3,11.5,37.4,2,1087,29.9,42.2,10.1609552328943,3.16124671203156,0,1.1,3.8,9.3,90.7,4.99,3.64,62.2,12.1,25.7,61,71.8,3.76555,88.4
"444",2060.1,1.62290664100096,-1.4456207892204,5.77305025012455,4.23098622680531,5.59389382849748,2396,1401,58.5,16685,32387,25,121,32.5,3.6,269,885,93,5.5,42631.9334197062,52,44.9,26.2,6.8,0,11.4,3.6,26,29,37.2,7.8,33.4,2,1138,23.8,55.1,9.72226539118547,3.26575941076705,0,3.7,3,10.9,89.1,3.64,2.92,74.4,3.7,22,100,96.2,2.99848,74
"445",2060.2,1.5145251396648,-1.34972067039106,5.75951239684227,4.11067885312579,5.59827678932533,7282,247,3.4,87250,89167,7,7,34.3,1.1,409,1474,319,5.6,100008.953845331,71.5,63,13.8,8.1,0,6.5,0,6.5,61,32.5,0,38.7,5,246,30.1,37,11.3765328400647,2.62466859216316,0,0,1.8,1.4,98.6,4,1.87,65.6,1.8,32.6,0,0,1.89982,93.5
"446",2060.31,1.5859748997283,-1.31608228748868,5.87509828521116,4.18350631466844,5.63252517583911,2614,1837,70.3,53096,67801,77,51,38.1,2.1,854,3252,856,34.3,1110333.76361887,64.7,56.5,7.2,3,3.3,2.6,19.2,4.3,34.4,50.9,10.4,42.9,3,1534,25.9,43.5,10.8798568748258,1.97408102602201,2.4,7.7,1.8,39.6,60.4,1.71,1.62,81.1,2.1,16.8,575,89,1.65564,95.7
"447",2060.32,1.62167982770998,-1.54127781765973,5.74397444889596,4.28176781902274,5.54683208296249,3786,1967,52,23533,31939,158,271,28.8,3.6,101,436,242,8.6,184733.164222329,55.5,45.7,27.2,12.6,0,1.7,2.9,27.7,41.2,17.4,13.7,34.9,2,1721,29.7,54.3,10.066158970407,3.30321697330195,9.9,1.4,3.6,12.2,87.8,3.95,3.09,73.7,10.6,15.7,139,72.4,3.19492,72.3
"448",2060.5,1.48070309514711,-1.31792128391288,5.71614724734841,4.18079942995071,5.62966282693785,1851,827,44.7,20822,32908,62,176,35.7,9.1,181,298,100,7,174227.353562365,70.9,54.9,11.7,13.7,3.8,0,0,5.1,19.3,33.9,41.7,31.8,1,608,30.7,45.1,9.9437653990347,2.45958884180371,0,1.5,3.7,2.4,97.6,2,3.3,75.9,14.8,9.3,5,27.8,3.2688,94.9
"449",2062,1.56216763737655,-1.21017979235249,5.986766853819,4.2057193670062,5.7269407742515,2501,718,28.7,15678,28060,135,126,53.5,3.2,583,2130,401,17.1,443799.564506211,60.5,49.5,20.2,11.7,1.6,4.5,1.5,20.4,52.9,25.4,1.3,37.4,2,663,27.9,50.5,9.66001373474867,3.00568260440716,9.5,5.4,1.6,17,83,1.32,1.33,94.4,0,5.6,170,63.4,1.3283,79.6
"450",2071.01,1.65137614678899,-1.36605504587156,5.8327080246104,4.18027482092033,5.67502901631355,2566,969,37.8,18618,27576,82,49,33,2.4,98,617,334,16.1,177558.622056743,65,56.1,25.5,8.4,0,1.2,0,12,31.1,45.9,10.9,37.2,4,1016,31.9,43.9,9.83188413367644,3.23867845216438,35.3,18.2,2,2.6,97.4,2.21,2.32,75.1,4.4,20.4,33,100,2.31714,87.9
"451",2071.02,1.53929121725732,-1.26810477657935,5.98781051827834,4.20727060439078,5.73175186667951,1928,807,41.9,15810,22965,59,34,45.9,4.9,421,875,106,6,335487.423469134,66.1,46.8,3.9,14.4,0,11.7,4,15.1,63.1,19.9,1.9,36.2,2,648,25.6,53.2,9.66839793020352,1.3609765531356,0,7.3,2.4,1.9,98.1,2.94,2.43,78.4,6.1,15.6,0,0,2.43969,84.9
"452",2071.03,1.57037037037037,-1.22296296296296,6.01708297906401,4.32274045450885,5.64806500893718,1774,1043,58.8,18281,32838,5,88,40.3,2.8,230,621,95,6.2,130071.32932428,56.4,45.1,10.1,30.3,0,3.2,0,7.8,62.1,26.4,3.7,34,3,842,22.7,54.9,9.81361754810709,2.31253542384721,0,1.6,3.6,6.3,93.7,1.1,2.69,82.4,8.7,8.9,28,54.9,2.58983,92.2
"453",2073.01,1.65631868131868,-1.29326923076923,5.94176327332328,4.18813827616965,5.69684179559547,3867,2296,59.4,16120,37350,429,441,38.4,1.9,793,4454,870,23.9,658346.769407372,55.7,55.2,6.8,23.6,1.8,4.1,8,17,46.4,31.7,4.9,41.5,3,2152,23.8,44.8,9.68781601606062,1.91692261218206,2.2,5.2,1.4,17.8,82.2,1.51,1.28,86.1,0,13.9,518,88.5,1.32094,83
"454",2073.02,1.56034482758621,-1.30209895052474,5.83723958809431,4.21727792262038,5.66640777348559,2654,1930,72.7,31269,53301,117,94,36,2.5,558,2441,921,36.2,879532.343033404,48.1,43,23.1,15.4,3.6,0,9.8,17.3,63.4,15.2,4.1,41.6,3,1929,27.2,57,10.3503824704074,3.13983261752775,0,7.7,1.3,6.7,93.3,1.51,1.29,85.9,0,14.1,169,100,1.30474,82.7
"455",2075.01,1.64861294583884,-1.33817701453104,5.80623669488191,4.16283963335469,5.63397339001886,1821,1369,75.2,56169,81111,8,8,35.3,6.5,66,264,568,38.4,56916.5725847634,79.2,71.9,9.8,8.4,0.7,1.2,0.6,13.2,51.9,29.5,5.4,40,4,1366,27.8,28.1,10.9361202822703,2.28238238567653,0,9,2.6,21,79,1.36,1.5,95.2,0.5,4.3,162,57.7,1.4706,86.8
"456",2077.1,1.61823901121844,-1.26938173315146,5.9062066004506,4.19666396897342,5.66298150933928,2211,1563,70.7,51803,76081,67,81,33.9,2,2405,16873,459,24.2,252872.755076993,62.6,53.7,7.9,19.1,0.9,0.6,8.9,8.8,56.7,34.1,0.5,41.2,4,1596,25.4,46.3,10.8552033416285,2.06686275947298,16.5,12.5,1.5,12.3,87.7,1.47,1.44,86.6,1.4,12,174,82.1,1.44369,91.3
"457",2079,1.58858753082071,-1.34633673828813,5.84627782934214,4.19805942676094,5.63666593025488,3437,2279,66.3,60206,79590,26,44,32,2.5,1025,4205,934,36.6,293719.071494747,71.6,63.9,9.8,11.4,0.7,0,6.4,9.1,39,51.1,0.9,39.8,4,2086,25.3,36.1,11.0055272941045,2.28238238567653,0,10.4,2.3,19.1,80.9,1.75,1.93,86.9,3.1,10,327,80,1.89562,91
"458",2080,1.53859289617486,-1.41393442622951,5.73643858553242,4.22445697685749,5.58898506035854,5158,3407,66.1,37803,49923,201,318,28.1,2.3,167,425,542,14.4,64707.6356390697,63.6,55.9,23.9,6.2,0,0.4,5.9,17.6,39.3,29.2,14,36.2,3,2763,30.4,44.1,10.5401437435378,3.17387845893747,20,3.1,3.6,4.6,95.4,3.38,3.05,81.2,8.3,10.5,69,65.1,3.06518,82.5
"459",2083.02,1.58356940509915,-1.37960339943343,5.76559719771956,4.20510504451376,5.59964486881792,3415,2530,74.1,25672,36513,218,343,29.7,1.6,51,167,457,16.7,20774.3039353008,44.6,33,39.1,11.6,2,0,2.7,39.3,30.4,21.1,9.2,36.2,2,2001,31.4,67,10.1531561827897,3.66612246699132,17.8,0,2.9,6.1,93.9,4.18,2.83,66.5,14.1,19.4,65,67,2.91235,60.7
"460",2084.01,1.61774744027304,-1.55972696245734,5.59183079041139,4.30254635568514,5.4819772918691,3688,2610,70.8,22437,31002,43,121,28.5,3.8,18,27,186,6.7,288289.7354053,40.5,30.8,52.8,2.6,1,0,3.2,31,42.9,23.9,2.3,36.5,2,2194,35.4,69.2,10.0184666608598,3.96651119071222,0,0,2.2,2.5,97.5,3.94,3.47,48.5,10.7,40.8,27,75,3.48175,69.1
"461",2084.02,1.61111111111111,-1.29513888888889,5.92294716744959,3.95811380663567,5.56826044942115,2499,1708,68.3,41203,47558,82,132,31.7,3.2,68,157,326,17.4,167438.015635944,55.7,37.9,35.6,0.9,1.5,5.3,1,17.3,34.4,39.1,9.2,36.1,3,1467,35.1,62.1,10.6262663482207,3.57234563785798,0,0,3.5,12.9,87.1,3.53,3.71,69.7,8,22.2,97,87.4,3.68678,82.7
