"","tract","meanP","meanN","meanV","meanA","meanD","population16","employment","employment_percent","median_household","means_household","cash_public","food_stamp","med_age","age_me","num_of_users","num_of_tweets","bachelor","bachelor_percent","gyrByCensus","Automobile","Drove.Alone","Public.Transit","Walking","Bicycle","Other","Worked.Home","No.vehicle","One.vehicle","Two.vehicles","Three.vehicles","HoursPerWeek","Quintile.3Mbps","Total.Drivers","Mean.Travel.Time.min","not.alone","medlog","pubtrans","HO.vacancy.rate","Rental.vacancy.rate","median.rooms","Owner.occupied","Renter.occupied","Average.household.OO","Average.household.RO","OPR.....1.00","OPR..1.x..1.5","OPR.....1.51","Mortgage.units","Per.mortgage.OO","HH.Size","One.vehicle.plus"
"912",4085.04,1.51814131126671,-1.38239974538511,5.7673771040872,4.17230594023708,5.5983787104803,3957,2764,69.9,76757,85761,36,35,33.8,1.1,42,1617,881,25.9,8865.97693664482,93,76,3.3,1.3,0,1,1.4,0,11.6,36.1,52.4,38.5,4,2453,36.6,24,11.2483998665022,1.19392246847243,3.4,8.5,5.3,60.3,39.7,3.43,3.16,91.2,5.5,3.4,743,79.6,3.32281,100
"913",4085.05,1.49303621169916,-1.4150417827298,5.71810128561586,4.25041120619083,5.58423599976474,2474,1449,58.6,85530,121819,47,20,41.2,4.1,29,106,410,19.3,65056.0953476738,84.5,74.6,2.3,0.5,0,0,12.7,0,7.1,39.5,53.4,37.8,4,1089,36.4,25.4,11.3566224705748,0.832909122935104,0,0,7,85,15,3.36,5.11,91.2,1.3,7.5,423,62.3,3.6225,100
"914",4086.23,1.47049567269866,-1.35837922895358,5.73704330808873,4.2230543593643,5.55547643126017,2909,1870,64.3,71524,82658,15,14,43.7,1.4,67,290,559,23.5,57232.9491632238,94.9,83.1,0.3,0.8,0,0.6,3.3,1.5,13.4,36.2,48.8,39.9,4,1385,32.4,16.9,11.1777883366951,-1.20397280432594,1.7,0,5.9,79.1,20.9,3.06,3.36,97.2,2.4,0.4,551,69.6,3.1227,98.4
"915",4086.24,1.59189497716895,-1.68607305936073,5.62954088772266,4.34427249701833,5.52390260447631,3029,1767,58.3,87292,97777,0,8,42,4.5,26,276,837,33.2,14241.1838790893,94.7,88.8,1.3,2,0,0,2,0.7,2.1,42.3,54.9,38.6,4,1651,33.9,11.2,11.3770140995989,0.262364264467491,0,0,6.6,84.3,15.7,3.48,4.28,97,3,0,521,63.4,3.6056,99.3
"916",4086.25,1.66455078125,-1.53466796875,5.81766842054803,4.22498222820108,5.62698354105831,3587,2001,55.8,96767,117910,29,0,42.7,1.3,47,188,1216,37.9,12729.3892314104,94.3,82.9,3,0.4,0,0,2.3,0,9.7,52.4,37.9,38.9,4,1742,37.5,17.1,11.480061306051,1.09861228866811,0,31.7,6.5,84.5,15.5,3.17,3.67,95.1,4.9,0,787,74.2,3.2475,100
"917",4086.26,1.56990394877268,-1.39167556029883,5.88262195263274,4.21189579474622,5.59193289862245,4385,2733,62.3,71875,96603,35,0,37.7,3.1,121,309,1571,42.6,118511.522898958,95.9,86,1.1,0.5,0,0,2.5,1,8.2,30,60.8,38,5,2323,36.7,14,11.1826837780997,0.0953101798043249,1.1,6.9,6,59.5,40.5,3.59,2.76,92.9,3.6,3.5,572,66,3.25385,99
"918",4086.28,1.66137229987294,-1.49237611181703,5.79010080616447,4.17313542186734,5.59048918548386,4669,2855,61.1,67813,93628,0,10,45.5,3.1,71,161,1606,39.4,97898.3935980008,85.4,76.3,7.4,0,1,0.5,5.7,2.1,10.1,35,52.7,39.1,4,2429,39.5,23.7,11.1245091959616,2.00148000021012,1.9,4.3,5.4,68.7,31.3,3.03,2.92,96.3,2,1.7,827,68,2.99557,97.8
"919",4086.29,1.64672036823936,-1.35558112773303,5.8976652352848,4.16079375093191,5.67108232040315,2462,1431,58.1,93125,98709,0,0,43.7,2.2,22,199,870,38.6,47068.992262223,82.7,70,3.5,0.5,0,0,13.2,1.7,12,47,39.3,39.4,5,1181,39.5,30,11.4416979556819,1.25276296849537,0,21.5,6.5,78.8,21.2,2.96,4.14,99,1,0,531,73.4,3.21016,98.3
"920",4086.3,1.67171717171717,-1.41161616161616,5.79052788669876,4.25275166746271,5.61555944658472,1912,1086,56.8,42736,61599,54,54,30.4,2.2,46,144,165,10.6,24900.8725287922,88.6,72.3,3.1,5.1,0,0.8,2.4,2.1,6.2,22.1,69.6,36.1,4,1041,28.8,27.7,10.6627969353497,1.1314021114911,0,0,5.3,72.7,27.3,4.81,5.09,75.5,17,7.6,306,75.9,4.88644,97.9
"921",4086.31,1.66964471223769,-1.54415125701226,5.78519498198103,4.24871611362148,5.60553794429736,4352,2961,68,63019,77482,26,54,40.3,3.3,34,98,446,12.8,4348.26269668401,92.9,82.5,1.9,0.5,0.5,1.8,2.4,0,4.1,29.6,66.3,38.1,5,2335,33,17.5,11.0511915472069,0.641853886172395,0,0,5.6,81.8,18.2,3.76,4.38,90.1,6.8,3.1,838,74.2,3.87284,100
"922",4087.03,1.63175122749591,-1.38952536824877,5.76139529420117,4.23997089032712,5.58729060211817,5635,3235,57.4,100417,125947,15,15,43.5,2.4,91,509,1943,39.8,57259.7314835509,92.3,81.7,1.3,1.1,0,0.2,5,0,3.5,47.1,49.5,38.7,5,2746,36.7,18.3,11.5170867946155,0.262364264467491,0,0,7.1,89.8,10.2,3.57,3.43,96.8,3.2,0,1262,72.7,3.55572,100
"923",4087.04,1.57300275482094,-1.51790633608815,5.71188843767173,4.24600905784957,5.49953770455573,2856,1441,50.5,46448,58106,43,6,45.5,4.6,56,101,482,20,94703.0284726797,83.8,72.8,5.1,2.7,0,2.2,6.2,0,15.3,32.3,52.4,38,4,1189,34.1,27.2,10.7460886862644,1.62924053973028,2.3,10.6,4.8,50,50,4.21,2.09,92.6,6.9,0.5,353,69.6,3.15,100
"924",4087.05,1.59839972761321,-1.47718760640109,5.76795755890073,4.22365300771178,5.61645962403379,4418,2603,58.9,60625,76610,92,72,41.7,1.9,34,464,1119,29.6,41954.0201737838,83.7,72.1,4.5,1.9,0,0.4,9.5,1.3,9.7,38.9,50.1,37.2,5,2418,30.7,27.9,11.0124626282398,1.50407739677627,0,0,5.7,76.4,23.6,3.28,3.78,92.8,4.4,2.8,836,68.5,3.398,98.7
"925",4087.22,1.56965944272446,-1.4953560371517,5.58806277489184,4.26741541125544,5.49317344733028,3373,2200,65.2,77436,96798,0,21,42.9,2.2,19,42,524,17.6,34404.7396274958,87.6,76.7,0.4,0.5,0,3.9,7.6,0.8,5.5,28.7,64.9,38,4,1849,33.6,23.3,11.2572070677238,-0.916290731874155,3.5,0,5.9,87.5,12.5,3.58,3.66,92.1,6.9,1,911,83,3.59,99.1
"926",4087.24,1.5062893081761,-1.33647798742138,5.94255828675886,4.04130428754515,5.73922332399151,3937,2623,66.6,35031,40156,43,196,27.7,1.8,43,232,424,13.6,99163.2939310429,61.2,57.1,17.3,13.3,4.8,2.5,0.9,4.8,52.4,34.3,8.5,38.2,3,2666,26.5,42.9,10.4639886627438,2.85070650150373,0,7,3.2,7.9,92.1,2.06,3.72,60.5,22.5,17.1,66,57.4,3.58886,95.2
"927",4088,1.54663212435233,-1.38723752386147,5.75991194139866,4.20506979766364,5.57991460109842,3042,1554,51.1,23362,32612,109,197,28.1,1.4,371,2020,275,12.4,78252.2772281241,82.2,59.2,3.9,4.4,0,0.6,9,5.1,40.5,38.8,15.6,35.5,4,1157,29.9,40.8,10.0588660497156,1.3609765531356,7.3,6.9,3.1,17.4,82.6,3.86,2.7,76.2,13,10.8,148,68.8,2.90184,94.9
"928",4301.01,1.57244116813156,-1.43379642755883,5.73795329603995,4.23640937538372,5.62337677374455,4339,2198,50.7,45437,55876,48,37,44.2,4.7,160,1216,415,10.7,87802.6009272692,82.8,74.2,6,4.1,0,0.6,6.5,4.2,18.5,42.8,34.6,37.3,3,1820,26.8,25.8,10.7240820300888,1.79175946922805,1.5,6.3,4.1,37.2,62.8,3.33,2.36,91.2,6.8,2,507,78.7,2.72084,95.9
"929",4301.02,1.55782747603834,-1.46134185303514,5.75984775797607,4.25627822843307,5.60675685878042,3589,2256,62.9,60929,63944,13,69,33.8,3.3,32,125,344,11.3,46018.5889789634,84.3,72.1,6.5,5.7,0,0.9,2.6,0.3,19.7,32.6,47.5,37.9,3,2105,24.6,27.9,11.0174645308315,1.87180217690159,0,0,5,64,36,4.12,3.75,80.6,17.1,2.3,598,74.6,3.9868,99.8
"930",4303.01,1.56497797356828,-1.36233480176211,5.84891211687998,4.23830234477296,5.63130861932389,3617,2282,63.1,104375,127523,20,24,47.1,1.5,23,70,801,24.9,274069.405833006,88.9,84.3,1.4,2.5,0.9,0,6.3,1.4,5.5,49.6,43.6,37.9,5,2096,28.3,15.7,11.5557454621532,0.336472236621213,1.9,0,6.7,87.4,12.6,2.81,2.21,99.6,0.4,0,1102,78.1,2.7344,98.7
"931",4303.02,1.49752945648043,-1.33181299885975,5.81982391163037,4.16839743761635,5.6134556435087,4979,3495,70.2,106644,116284,19,24,38.6,2.2,29,412,973,22.1,112562.974104904,90.1,86.1,0.1,0,0.6,0,9.2,0,19.1,44.6,36.3,37.9,4,2829,27.4,13.9,11.5772514635265,-2.30258509299405,0,11.8,5.3,61.2,38.8,2.87,2.12,99.2,0.3,0.5,999,70.3,2.579,100
"932",4304,1.64100382815823,-1.3615482773288,5.83595087514459,4.15422250989664,5.66412000536372,3731,2234,59.9,109323,151840,48,34,45.5,2.3,49,454,1061,33.5,221974.870760618,88.6,82.9,2.2,0.7,0,0,8.5,0,9.9,46.9,43.2,39.3,4,1847,27.3,17.1,11.6020620820365,0.78845736036427,0,0,6.6,84.4,15.6,3.09,3.39,97.5,2.1,0.4,922,71.3,3.1368,100
"933",4305.01,1.72088353413655,-1.4859437751004,5.79497152719867,4.23983672984761,5.64214072739188,3411,2168,63.6,99891,132501,0,12,46.7,2.7,24,77,952,29.5,420074.050158298,85,78.7,2.8,0,0,0.6,11.6,0.5,17.9,49.5,32.1,39.5,4,1863,26.5,21.3,11.5118348704882,1.02961941718116,0,0,6.4,77.2,22.8,2.79,2.11,100,0,0,933,71.3,2.63496,99.5
"934",4305.02,1.69191343963554,-1.47608200455581,5.85133894000118,4.24550599677742,5.65641132557302,5524,3720,67.3,83729,103415,42,14,47.6,4.1,64,365,1598,30.1,125031.189606049,90.6,80.9,4.2,0,0,0.3,4.9,1.4,25.6,42.2,30.9,37.7,4,3108,32.4,19.1,11.3353406719766,1.43508452528932,0,0,4.9,44.1,55.9,2.42,2.15,99.5,0,0.5,870,69,2.26907,98.7
"935",4306,1.55413385826772,-1.40649606299213,5.70390182232937,4.28502879552252,5.55580790114739,3471,2207,63.6,166146,221937,14,0,44.3,2.4,55,64,1022,33.7,165233.8506956,91.9,80.8,3.6,0,0,0,4.5,0.8,3.1,35.9,60.3,40,4,2000,28.2,19.2,12.0206221988616,1.28093384546206,0.6,0,7.5,88.1,11.9,3.2,3.37,98.5,1.5,0,922,72.1,3.22023,99.3
"936",4307.01,1.70400943396226,-1.41509433962264,5.81395107005701,4.20507712315735,5.66634684699113,4166,2722,65.3,97866,122748,0,7,43.1,1.7,119,398,1352,37.4,252582.538936347,92.6,87.2,1,0,0,0,6.4,0,18.3,42.9,38.8,38.2,4,2416,28.7,12.8,11.4913544750421,0,0,0,5.9,64,36,3.22,1.72,99.2,0.8,0,845,67.3,2.68,100
"937",4307.21,1.67100827459393,-1.34891204413117,5.82731737387408,4.25326049452179,5.68242636282429,2599,1528,58.8,65224,90581,0,0,44.9,3.5,404,1801,839,36.2,168898.509504917,94.7,84.3,0.5,0,0,0,4.8,3.1,15.4,51.7,29.8,38.7,4,1295,28.6,15.7,11.0855827783427,-0.693147180559945,4.4,11.6,4.8,60.5,39.5,2.7,2.59,93.6,5.3,1,483,67.6,2.65655,96.9
"938",4307.23,1.5688429217841,-1.59211376858436,5.70761947077006,4.2910318780923,5.55713640010169,3361,2164,64.4,51591,69845,24,24,39.6,2.5,29,142,1054,35.5,414618.415605402,91.6,84.9,2.8,0.9,0,1.1,3.5,2.4,29.8,55.7,12.1,38.9,4,1867,31.6,15.1,10.8511025176523,1.02961941718116,0,5.4,4.2,33.6,66.4,2.58,2.4,96.1,3.4,0.5,413,73.9,2.46048,97.6
"939",4307.24,1.49948078920042,-1.41640706126687,5.88461025364272,4.01882893123131,5.61832329842701,4173,2661,63.8,56133,69066,65,34,40.4,1.3,100,255,1042,27.3,454342.78181466,84.2,72.7,5.9,2.2,1,0,6.6,2.9,13.6,57.6,25.8,38,4,2544,26,27.3,10.9354791538623,1.77495235091167,4.6,3.4,4.2,26.5,73.5,2.67,2.71,92,5.6,2.4,335,64.1,2.6994,97
"940",4308.01,1.58930778739184,-1.41316440049444,5.78372506093546,4.23136971949608,5.6091659452692,5419,3955,73,66085,81260,23,32,34.3,2.1,149,698,1475,32.9,115594.565510875,90.3,84.7,3.2,1.4,0.4,0.5,4.2,2.2,18.6,48.5,30.7,38.5,4,3236,30,15.3,11.0986970711919,1.16315080980568,1.9,0,4.4,35.7,64.3,2.97,2.68,93.5,6.5,0,682,79.6,2.78353,97.8
"941",4308.02,1.57975460122699,-1.39570552147239,5.80513213343204,4.24179473889483,5.66230874055883,3664,2137,58.3,93125,109689,0,0,43.2,3,34,118,919,30.7,1558302.48229174,89,80.7,3.8,1.8,0.3,0.6,4.4,2.4,7.9,46.2,43.5,38.6,4,1820,32.2,19.3,11.4416979556819,1.33500106673234,0,0,6.1,74.3,25.7,3.05,3.06,98.7,0,1.3,691,65.1,3.05257,97.6
"942",4308.03,1.55984555984556,-1.33397683397683,5.77227119785898,4.16836749794133,5.59958697858991,4312,2519,58.4,81750,118122,0,22,46.1,3.2,28,116,1061,28.8,87797.8426535758,87.9,73.9,2.2,0.4,0,0.8,8.7,0.8,8.3,43.6,47.2,35.1,5,2038,32.1,26.1,11.3114210887595,0.78845736036427,1.9,0,6.3,79.4,20.6,3.03,2.42,98.1,1,1,913,64.3,2.90434,99.1
"943",4309.01,1.56040564373898,-1.37477954144621,5.81275885902931,4.21413050161005,5.65490139762596,3401,2490,73.2,60250,63946,20,55,34.2,3,100,513,544,19.3,66540.403898629,89.6,80,2.3,4.3,0.6,0,3.1,1.3,18.2,45.2,35.3,36.3,4,1961,26.1,20,11.0062578513529,0.832909122935104,7.8,0,4.1,31.4,68.6,3.09,2.58,96.3,3,0.7,432,91.3,2.74014,98.7
"944",4309.02,1.68035645098799,-1.41728012398295,5.90953279575045,4.16754514016526,5.65387818873151,3649,2669,73.1,73358,79070,47,28,39.8,5.2,95,371,741,22.5,242613.477138044,82.2,75.6,4.5,1.4,0,0.9,11,2,17,44.2,36.8,39.3,4,2196,33.3,24.4,11.2031068437452,1.50407739677627,0,5.3,4.5,46.4,53.6,2.9,2.51,91.4,7.4,1.2,589,77.3,2.69096,98
"945",4310.01,1.49451730810578,-1.37948828208987,5.79074577551,4.2129851710485,5.6025457523846,5421,4171,76.9,71013,71663,70,104,35.9,3.5,113,630,1086,22.8,121955.759918443,90.1,80.3,2.4,3.8,1.5,0.8,1.5,1.3,27.8,48,22.9,36.7,4,3525,29.7,19.7,11.1706182378545,0.8754687373539,6.7,10.9,4.3,30.5,69.5,2.25,2.96,89,8,3.1,649,84.5,2.74345,98.7
"946",4310.02,1.75859720803541,-1.4702076949268,5.82930902462783,4.23671758886431,5.64981431935818,2542,1664,65.5,50000,74893,10,10,43.5,2.9,50,987,356,15.8,111046.674827894,90,83.4,1.8,3,0.4,1.1,3.7,0.5,21.4,38.3,39.8,35.5,3,1429,28.1,16.6,10.8197782844103,0.587786664902119,4.3,0,5,68.3,31.7,2.77,1.97,96.5,3.5,0,494,57.8,2.5164,99.5
"947",4311,1.53430046717482,-1.38406687976395,5.73369240183604,4.21381683359929,5.59786929919586,4943,3201,64.8,49167,62561,104,123,33.6,1.4,140,677,602,16,39235.566519264,80.1,69.9,6.8,4.4,0,4.3,4.5,2.2,30,29.5,38.3,35.5,4,3032,24.4,30.1,10.8029779457319,1.91692261218206,3.8,0,4.5,41.2,58.8,3.88,2.98,85.5,7.7,6.8,743,85.6,3.3508,97.8
"948",4312,1.56981473113421,-1.44487121554451,5.70835863438294,4.26143012550253,5.5815145082439,4522,2874,63.6,53478,61198,24,111,35.9,3.8,18,930,172,4.6,7135.94724905,87.7,75.8,3.9,0.2,2.2,0,6,3,18.3,30.9,47.9,38.1,3,2322,29.4,24.2,10.8870256333588,1.3609765531356,1.4,0,4.9,72.8,27.2,3.8,3.88,82.6,7.8,9.6,741,68.2,3.82176,97.1
"949",4313,1.54037267080745,-1.38819875776398,5.81674645400896,4.23657683150187,5.61026618335362,2112,1481,70.1,81250,103625,0,5,39.1,4.7,9,100,316,17.6,29251.1306887985,96.4,84.3,0.9,1,0,0,1.7,1.3,6.7,39,53,38.7,5,1327,27.6,15.7,11.305286100192,-0.105360515657826,1.1,14.3,5.8,75.9,24.1,3.19,3.11,97.4,2.6,0,547,83,3.17072,98.7
"950",4314,1.58585490339045,-1.43127962085308,5.7379269098604,4.18412990415096,5.62780151080172,3150,2098,66.6,75110,75269,47,6,43.6,2.2,20,1238,600,20.9,11836.8097232059,95,86.5,2.6,0.6,0,0.9,0.9,0,17.3,42.8,39.9,38.6,4,1703,33.3,13.5,11.2267089846801,0.955511445027436,0,0,5.4,77.6,22.4,2.99,2.2,96.6,2.8,0.6,812,77.6,2.81304,100
"951",4315.02,1.50263157894737,-1.31052631578947,5.79037041871017,4.24007652821525,5.62420376522698,3667,2392,65.2,64718,74636,18,131,42.9,3.8,27,104,666,20.2,11855.3446867708,88.9,74.8,4.6,1.5,0,0,5,0.9,10.3,43.3,45.4,39.2,3,1934,29.8,25.2,11.0777946489063,1.52605630349505,0,0,5.2,70.4,29.6,2.93,3.35,93.4,4.5,2,747,74.2,3.05432,99
"952",4316,1.54193548387097,-1.42258064516129,5.70737598150198,4.35172595584351,5.55320392014687,3359,2006,59.7,96509,115138,8,14,46.1,2,24,50,1162,39.2,108812.754625591,93,83.5,3.1,0,0.6,0,3.3,1.6,6,37.9,54.5,37.8,4,1809,29.4,16.5,11.4773915472269,1.1314021114911,0.8,0,6.4,82.7,17.3,3.09,2.69,97.3,2.1,0.6,710,67.9,3.0208,98.4
"953",4317,1.49673811742777,-1.38303821062442,5.7599312821268,4.16427070698357,5.62458476639704,5203,2665,51.2,74167,103422,24,27,44.8,2.5,36,182,1603,36.3,1481937.73709239,81.5,69.4,4.9,3.5,0,2,8.2,0,12.9,39.1,48,37.9,4,2277,29.7,30.6,11.2140745862922,1.58923520511658,0,7.5,6.5,76.6,23.4,3.3,2.67,94.9,3,2.1,896,58.6,3.15258,100
"954",4318,1.54605887939221,-1.42830009496676,5.73701849740851,4.17305986444354,5.57504497260571,4987,2845,57,62117,82035,94,76,43,1.8,57,498,985,23.6,60126.5271750784,91.2,77.8,2.7,1.1,0.1,0.4,4.4,0,11.3,40.8,47.9,37.3,4,2343,29,22.2,11.0367749824712,0.993251773010283,2.8,12.1,5.1,63.3,36.7,3.4,2.93,92.4,6.3,1.3,723,63.1,3.22751,100
"955",4319,1.51069518716578,-1.27272727272727,5.90670724693572,4.20289422965259,5.64813051180925,3377,2002,59.3,58413,74420,26,37,43.5,3.4,26,71,927,31.6,39024.0211189091,86.5,75.7,4.3,1.6,1,1.6,4.9,4.6,22.3,32.1,41,36.5,4,1575,28.8,24.3,10.9752937467837,1.45861502269952,4.9,4.2,4.7,49.2,50.8,3.91,2.28,93.2,1.4,5.3,422,64.4,3.08196,95.4
"956",4320,1.56674660271783,-1.38049560351719,5.84926711501843,4.19171530936799,5.63321161249514,6422,3645,56.8,65566,81598,101,129,44.5,2.7,30,560,1463,25.4,90004.022005963,87.7,76.3,1.6,1.1,0,0.5,9.2,2.8,14.8,41,41.4,38.3,4,2916,27.7,23.7,11.0908125478892,0.470003629245736,0,4,5.6,70.5,29.5,3.03,2.48,95.7,3,1.3,1145,64.3,2.86775,97.2
"957",4321.01,1.62054507337526,-1.44654088050314,5.76048921894452,4.26514718044768,5.60596541050636,3621,2364,65.3,78125,92279,17,29,39.6,1,17,160,761,23.5,16435.19318904,85.8,76.8,3.9,1.8,0.5,2.2,5.8,1.7,5.9,43.5,49,37.5,3,2014,30,23.2,11.2660653870387,1.3609765531356,0,0,5.2,77.7,22.3,3.25,3.23,93.9,3.5,2.6,765,73.1,3.24554,98.4
"958",4321.02,1.55472263868066,-1.40779610194903,5.65993154685398,4.20951937059284,5.54825450377058,4404,2423,55,65000,82382,28,0,44.3,2.7,14,39,764,20.6,62445.7471628407,94.2,80.7,2.9,0,0.3,0.5,2.1,0.6,7.5,37.4,54.5,37.6,4,2276,29.9,19.3,11.0821425488778,1.06471073699243,1.1,11.2,5.7,78.8,21.3,3.24,3.36,97.9,1.7,0.4,900,68,3.2688,99.4
"959",4322.01,1.61515378844711,-1.59939984996249,5.6110773909151,4.31102888797328,5.50697184555574,3740,1984,53,41121,60441,24,49,44.8,3.1,13,46,373,11.3,4004.86503378925,94.2,81.5,1.1,1.9,1.3,0,1.6,1.5,25.9,21.9,50.7,36.6,3,1685,24.7,18.5,10.6242742188995,0.0953101798043249,4.3,7.8,4.6,51.4,48.6,3.86,2.8,84.3,12.3,3.4,441,66.1,3.34484,98.5
"960",4322.02,1.43595634692705,-1.22860425043079,5.93018446044547,4.12256102161493,5.66400618620427,3750,2237,59.7,59483,66357,13,17,41.5,2.7,47,108,389,12.2,35838.3773871409,91.6,79.1,0.8,0,3.5,1.9,2.2,2.8,16.6,20.3,60.3,37.7,3,1837,28.6,20.9,10.9934458364239,-0.22314355131421,0,1.8,4.9,57.7,42.3,3.4,3.28,91.3,6.1,2.6,402,54.1,3.34924,97.2
"961",4323,1.48057644110276,-1.36215538847118,5.7652073018589,4.20379441008161,5.63027544736583,3327,2314,69.6,63951,69672,33,25,37.1,3.9,23,277,430,16,29397.6680886862,93.7,78.1,4.1,0.5,0,1.1,0.7,2.6,10.9,39.5,47,39.7,3,2053,32.9,21.9,11.0658724441013,1.41098697371026,0,5.7,5.1,65.6,34.4,3.54,3.4,92.1,6.6,1.3,439,57.8,3.49184,97.4
"962",4324.01,1.52675675675676,-1.44972972972973,5.67818513045804,4.28044119697127,5.53937724449854,2945,1839,62.4,41825,51105,93,208,32.2,1.9,28,91,285,11.3,11604.6492084705,88.8,76.7,5.2,5.9,0,0,0.2,7.1,18.3,32.8,41.9,36.1,2,1566,25.9,23.3,10.641249525855,1.64865862558738,0,3.1,4.6,41.1,58.9,4.16,3.99,73.5,18.6,7.9,316,75.6,4.05987,93
"963",4324.02,1.49014972419228,-1.36052009456265,5.745601917946,4.24625666789083,5.60073765089077,5100,2762,54.2,33818,47500,32,106,35.2,2.4,22,1074,276,6.7,25115.6488156393,90,78.2,3.7,1.4,1.2,1.9,1.7,7.3,14.2,34.4,44.1,37.4,3,2599,26.8,21.8,10.4287484840984,1.30833281965018,0,0,4.3,26.8,73.2,4.28,3.32,90.1,6.2,3.8,259,54.1,3.57728,92.7
"964",4325,1.53646138807429,-1.43949169110459,5.67634427783548,4.23448384934785,5.57155565307292,6558,4077,62.2,56191,68533,71,131,39.4,6.8,22,238,531,9.6,6351.00778920852,92.1,74.9,3.6,0.5,0,0,3.7,2.2,12.3,32.9,52.6,36.7,3,3448,30.1,25.1,10.9365118807089,1.28093384546206,0,4.6,5,60,40,3.42,3.83,84.5,10.4,5.1,979,71,3.584,97.8
"965",4326.01,1.49191542288557,-1.45646766169154,5.71336092834512,4.27900750335138,5.57702079971316,5360,3329,62.1,48807,59575,69,157,35.1,2.8,20,56,522,12.5,9652.91556466806,94,76.7,2.5,0.4,1.6,0.3,1.2,0.4,18.5,32.6,48.4,36.6,2,2701,31.6,23.3,10.7956290241773,0.916290731874155,0,2.2,4.7,46.4,53.6,4.18,3.8,83.1,10.9,5.9,547,70,3.97632,99.5
"966",4326.02,1.59720457433291,-1.5571791613723,5.66298488959297,4.22617409222142,5.53168628790249,3964,2331,58.8,59063,67873,17,41,36.6,0.9,9,11,436,13.7,364470.078079244,89,76.5,7.1,0,0,0.8,3.1,1.8,10.4,39.3,48.5,37.1,2,1844,30.2,23.5,10.9863599498087,1.96009478404727,0,3,4.9,58.9,41.1,3.37,4.22,82.5,15.4,2.1,431,62.1,3.71935,98.2
"967",4327,1.52064490758946,-1.41938655131734,5.71988736398536,4.19661359822855,5.53460852575708,4152,2727,65.7,42454,56621,28,46,32.9,2.5,53,899,325,9.5,8371.20218253029,92.3,80.3,4.7,1.5,0.3,0,1.2,2.2,16.6,29,52.2,38,3,2039,29.4,19.7,10.6561764158044,1.54756250871601,0,13.8,4.7,48.4,51.6,4.11,4.34,73.7,18.9,7.4,436,72.3,4.22868,97.8
"968",4328.01,1.52284263959391,-1.3756345177665,5.84768282145213,4.24706788297166,5.62799849722905,2330,1278,54.8,30742,39935,5,64,38.1,3.8,20,49,127,6.8,13243.9491695455,70.5,59.3,10.2,5.8,6.3,4.1,3.1,6.8,30.1,35.9,27.3,36.8,2,1005,28.9,40.7,10.3333850767849,2.32238772029023,0,2,3.6,27.7,72.3,5.31,2.83,73.7,18.3,8,194,79.8,3.51696,93.3
"969",4328.02,1.41630276564774,-1.37117903930131,5.79009524756462,4.23927243088425,5.62939334286958,4047,2678,66.2,38446,47114,56,209,33,2.4,16,547,273,8.1,48025.5804694,81.9,72.9,11,1,1.3,0,4.6,3.7,38,37,21.3,36.7,2,1847,29.4,27.1,10.5570099383128,2.39789527279837,0,11.3,3.8,20.1,79.9,4.36,3.68,63.2,24.2,12.6,123,42.3,3.81668,96.3
"970",4329.01,1.51233131689158,-1.41321544904607,5.78323758105856,4.25432166504411,5.66137206403679,3864,2413,62.4,58493,68018,25,66,39.2,3.2,71,346,429,12.9,100093.06591876,90.6,72.8,3,3,0,0,3.3,2.8,15.4,27.9,53.9,36.4,4,1972,27.7,27.2,10.9766623679407,1.09861228866811,0,0,4.5,42.2,57.8,4.02,3.81,77.5,18,4.5,373,71,3.89862,97.2
"971",4329.02,1.57676736219246,-1.51323575210215,5.73821972098225,4.21578340619571,5.56392480171489,2920,1863,63.8,67924,77501,14,46,39.1,2.6,15,286,287,11.4,8640.36010843567,89.1,80.4,3.4,1.7,1,0,4.9,1.7,11.1,34.3,52.9,37.4,3,1467,28,19.6,11.1261447120662,1.22377543162212,0,15.1,5.1,67.9,32.1,4.12,3.76,85.6,8.8,5.7,455,76.2,4.00444,98.3
"972",4333.02,1.55482456140351,-1.37719298245614,5.68360619287151,4.22060010329812,5.52661697147512,1323,795,60.1,33598,43535,35,97,31.4,5.3,32,55,32,2.8,68379.7884707667,76,64.4,13.7,5,2.8,1.6,0.9,10.2,44.6,12.7,32.5,38.4,2,631,30.4,35.6,10.4222218203702,2.61739583283408,0,5.4,4.1,33.3,66.7,5.04,4.24,62.2,17,20.8,95,68.3,4.5064,89.8
"973",4333.04,1.50971599402093,-1.40408570004983,5.74695680318636,4.27142508722391,5.57988958866649,3765,2151,57.1,31333,44343,21,72,34.4,5.1,50,169,294,10.1,85326.6264238743,91.6,70.7,2.8,0,0,0,5.6,3.5,32.3,31.9,32.2,38.5,2,1658,32.6,29.3,10.3524271342296,1.02961941718116,0,6,4.1,26,74,4.15,3.02,75.4,21.6,3,305,87.1,3.3138,96.4
"974",4333.05,1.57091432685385,-1.51763858891289,5.66765509237786,4.31412588421004,5.51497993177462,3316,1963,59.2,33857,44198,113,225,28.5,1.6,20,26,181,6.8,4322.68535754664,79.7,65.8,7.8,4.3,1.2,0,7,2.4,20.8,42.2,34.5,37.3,2,1677,32.5,34.2,10.4299010516438,2.05412373369555,8.4,5.9,4.2,23.7,76.3,4.05,4.13,74.4,20.2,5.4,198,70.2,4.11104,97.5
